;HR;BR;Posture;Activity
10:20:37.435;58;17.8;-19;0.01
10:20:38.435;60;17.8;-19;0.01
10:20:39.435;63;17.5;-19;0.01
10:20:40.435;64;17.5;-19;0.01
10:20:41.435;64;17.6;-19;0.01
10:20:42.435;62;17.6;-19;0.01
10:20:43.435;62;17.3;-19;0.01
10:20:44.435;65;17.3;-19;0.02
10:20:45.435;70;17.1;-21;0.05
10:20:46.435;74;17.1;-23;0.06
10:20:47.435;78;16.9;-26;0.09
10:20:48.435;84;16.9;-29;0.08
10:20:49.435;89;16.4;-31;0.04
10:20:50.435;92;16.4;-32;0.02
10:20:51.435;90;16.0;-32;0.02
10:20:52.435;88;16.0;-32;0.02
10:20:53.435;86;15.6;-31;0.07
10:20:54.435;83;15.6;-29;0.06
10:20:55.435;82;15.2;-27;0.04
10:20:56.435;86;15.2;-26;0.02
10:20:57.435;89;14.9;-26;0.02
10:20:58.435;92;14.9;-25;0.02
10:20:59.435;94;14.9;-25;0.02
10:21:00.435;96;14.9;-25;0.02
10:21:01.435;95;14.9;-25;0.02
10:21:02.435;94;14.9;-24;0.02
10:21:03.435;92;14.9;-24;0.02
10:21:04.435;91;14.9;-24;0.02
10:21:05.435;92;15.2;-25;0.03
10:21:06.435;93;15.2;-25;0.04
10:21:07.435;95;15.2;-25;0.01
10:21:08.435;96;15.2;-25;0.01
10:21:09.435;94;15.5;-25;0.01
10:21:10.435;90;15.5;-25;0.01
10:21:11.435;88;16.0;-25;0.01
10:21:12.435;88;16.0;-24;0.05
10:21:13.435;83;16.5;-25;0.04
10:21:14.435;81;16.5;-24;0.02
10:21:15.435;81;17.3;-17;0.19
10:21:16.435;79;17.3;-10;0.19
10:21:17.435;79;17.6;-6;0.09
10:21:18.435;80;17.6;-5;0.04
10:21:19.435;78;17.7;-4;0.02
10:21:20.435;78;17.7;-5;0.07
10:21:21.435;78;17.7;-12;0.17
10:21:22.435;78;17.7;-15;0.08
10:21:23.435;77;17.7;-17;0.06
10:21:24.435;79;17.7;-12;0.15
10:21:25.435;80;17.7;-7;0.12
10:21:26.435;80;17.7;-6;0.07
10:21:27.435;77;17.8;-5;0.05
10:21:28.435;74;17.8;-10;0.19
10:21:29.435;71;17.8;-15;0.10
10:21:30.435;73;17.8;-17;0.05
10:21:31.435;75;17.5;-17;0.03
10:21:32.435;76;17.5;-18;0.01
10:21:33.435;77;17.0;-18;0.01
10:21:34.435;77;17.0;-18;0.01
10:21:35.435;73;16.5;-18;0.01
10:21:36.435;71;16.5;-18;0.01
10:21:37.435;70;16.3;-18;0.01
10:21:38.435;73;16.3;-18;0.02
10:21:39.435;75;16.2;-18;0.01
10:21:40.435;74;16.2;-18;0.01
10:21:41.435;72;15.8;-18;0.01
10:21:42.435;69;15.8;-18;0.01
10:21:43.435;67;15.4;-18;0.01
10:21:44.435;68;15.4;-18;0.01
10:21:45.435;70;14.8;-18;0.01
10:21:46.435;69;14.8;-17;0.01
10:21:47.435;69;14.5;-17;0.01
10:21:48.435;70;14.5;-17;0.01
10:21:49.435;70;14.3;-17;0.01
10:21:50.435;68;14.3;-17;0.01
10:21:51.435;69;14.0;-17;0.01
10:21:52.435;68;14.0;-17;0.01
10:21:53.435;70;14.1;-17;0.01
10:21:54.435;71;14.1;-17;0.01
10:21:55.435;72;14.2;-17;0.01
10:21:56.435;71;14.2;-17;0.01
10:21:57.435;71;14.0;-17;0.01
10:21:58.435;70;14.0;-17;0.01
10:21:59.435;71;14.1;-17;0.01
10:22:00.435;72;14.1;-18;0.01
10:22:01.435;72;14.5;-17;0.03
10:22:02.435;72;14.5;-17;0.02
10:22:03.435;73;15.1;-18;0.03
10:22:04.435;72;15.1;-20;0.07
10:22:05.435;73;16.0;-20;0.04
10:22:06.435;76;16.0;-20;0.03
10:22:07.435;80;16.5;-18;0.05
10:22:08.435;82;16.5;-19;0.05
10:22:09.435;86;17.0;-19;0.05
10:22:10.435;89;17.0;-19;0.04
10:22:11.435;85;17.4;-19;0.03
10:22:12.435;80;17.4;-19;0.02
10:22:13.435;76;17.4;-20;0.03
10:22:14.435;76;17.4;-21;0.02
10:22:15.435;78;17.2;-20;0.01
10:22:16.435;75;17.2;-20;0.01
10:22:17.435;74;17.0;-20;0.01
10:22:18.435;75;17.0;-20;0.01
10:22:19.435;77;16.8;-20;0.01
10:22:20.435;76;16.8;-20;0.01
10:22:21.435;72;16.3;-20;0.01
10:22:22.435;69;16.3;-20;0.01
10:22:23.435;67;15.9;-20;0.01
10:22:24.435;65;15.9;-20;0.01
10:22:25.435;66;15.2;-19;0.01
10:22:26.435;66;15.2;-20;0.01
10:22:27.435;65;14.6;-20;0.01
10:22:28.435;69;14.6;-19;0.01
10:22:29.435;68;14.0;-20;0.02
10:22:30.435;67;14.0;-20;0.03
10:22:31.435;63;13.5;-20;0.01
10:22:32.435;61;13.5;-20;0.01
10:22:33.435;62;13.4;-20;0.01
10:22:34.435;66;13.4;-20;0.01
10:22:35.435;68;13.3;-20;0.01
10:22:36.435;70;13.3;-20;0.01
10:22:37.435;74;13.1;-20;0.01
10:22:38.435;76;13.1;-20;0.01
10:22:39.435;75;13.0;-20;0.01
10:22:40.435;74;13.0;-20;0.01
10:22:41.435;73;12.9;-19;0.01
10:22:42.435;73;12.9;-20;0.01
10:22:43.435;73;12.5;-20;0.01
10:22:44.435;71;12.5;-20;0.01
10:22:45.435;69;12.2;-20;0.01
10:22:46.435;70;12.2;-20;0.01
10:22:47.435;68;12.2;-20;0.01
10:22:48.435;68;12.2;-20;0.01
10:22:49.435;68;12.2;-20;0.01
10:22:50.435;68;12.2;-20;0.01
10:22:51.435;69;12.4;-20;0.01
10:22:52.435;70;12.4;-20;0.01
10:22:53.435;72;12.4;-20;0.01
10:22:54.435;75;12.4;-20;0.01
10:22:55.435;76;12.4;-20;0.01
10:22:56.435;76;12.4;-20;0.01
10:22:57.435;76;12.6;-19;0.01
10:22:58.435;73;12.6;-19;0.01
10:22:59.435;73;12.6;-20;0.01
10:23:00.435;72;12.6;-20;0.01
10:23:01.435;70;12.8;-19;0.01
10:23:02.435;71;12.8;-20;0.02
10:23:03.435;72;13.0;-20;0.01
10:23:04.435;73;13.0;-20;0.01
10:23:05.435;70;13.5;-20;0.01
10:23:06.435;67;13.5;-20;0.01
10:23:07.435;68;13.7;-20;0.01
10:23:08.435;69;13.7;-20;0.01
10:23:09.435;68;13.8;-20;0.01
10:23:10.435;69;13.8;-20;0.01
10:23:11.435;69;13.9;-20;0.01
10:23:12.435;68;13.9;-20;0.01
10:23:13.435;70;14.0;-20;0.01
10:23:14.435;68;14.0;-20;0.01
10:23:15.435;68;14.4;-19;0.01
10:23:16.435;70;14.4;-19;0.01
10:23:17.435;69;14.8;-19;0.01
10:23:18.435;70;14.8;-19;0.01
10:23:19.435;72;15.1;-19;0.01
10:23:20.435;74;15.1;-19;0.01
10:23:21.435;76;15.4;-19;0.01
10:23:22.435;74;15.4;-19;0.01
10:23:23.435;72;15.9;-20;0.02
10:23:24.435;71;15.9;-20;0.01
10:23:25.435;73;16.1;-19;0.02
10:23:26.435;69;16.1;-16;0.21
10:23:27.435;69;16.6;-16;0.10
10:23:28.435;69;16.6;-15;0.16
10:23:29.435;68;17.0;-17;0.14
10:23:30.435;70;17.0;-19;0.08
10:23:31.435;73;17.1;-19;0.04
10:23:32.435;75;17.1;-20;0.03
10:23:33.435;75;17.2;-20;0.03
10:23:34.435;74;17.2;-21;0.02
10:23:35.435;73;17.3;-21;0.01
10:23:36.435;71;17.3;-21;0.02
10:23:37.435;72;17.1;-21;0.01
10:23:38.435;74;17.1;-21;0.01
10:23:39.435;73;16.9;-21;0.01
10:23:40.435;73;16.9;-21;0.01
10:23:41.435;73;16.4;-20;0.01
10:23:42.435;72;16.4;-20;0.01
10:23:43.435;69;16.0;-21;0.01
10:23:44.435;68;16.0;-21;0.01
10:23:45.435;68;15.6;-21;0.01
10:23:46.435;68;15.6;-21;0.01
10:23:47.435;72;15.2;-21;0.01
10:23:48.435;75;15.2;-21;0.01
10:23:49.435;76;14.6;-21;0.01
10:23:50.435;76;14.6;-21;0.01
10:23:51.435;77;14.3;-21;0.01
10:23:52.435;79;14.3;-20;0.01
10:23:53.435;80;14.1;-20;0.01
10:23:54.435;77;14.1;-20;0.01
10:23:55.435;73;13.9;-21;0.01
10:23:56.435;72;13.9;-21;0.01
10:23:57.435;70;14.0;-21;0.01
10:23:58.435;69;14.0;-21;0.01
10:23:59.435;70;14.1;-21;0.01
10:24:00.435;70;14.1;-20;0.02
10:24:01.435;72;14.5;-21;0.03
10:24:02.435;74;14.5;-20;0.02
10:24:03.435;76;14.8;-20;0.01
10:24:04.435;76;14.8;-20;0.01
10:24:05.435;75;15.5;-19;0.01
10:24:06.435;74;15.5;-19;0.01
10:24:07.435;75;15.7;-19;0.01
10:24:08.435;75;15.7;-19;0.01
10:24:09.435;76;15.9;-19;0.01
10:24:10.435;76;15.9;-19;0.01
10:24:11.435;74;16.1;-19;0.01
10:24:12.435;72;16.1;-19;0.01
10:24:13.435;70;16.6;-19;0.01
10:24:14.435;69;16.6;-19;0.01
10:24:15.435;68;17.0;-19;0.01
10:24:16.435;69;17.0;-19;0.01
10:24:17.435;70;17.4;-19;0.01
10:24:18.435;70;17.4;-19;0.01
10:24:19.435;72;18.1;-19;0.01
10:24:20.435;74;18.1;-19;0.01
10:24:21.435;75;18.7;-19;0.01
10:24:22.435;74;18.7;-19;0.02
10:24:23.435;71;19.2;-19;0.02
10:24:24.435;70;19.2;-20;0.01
10:24:25.435;70;19.4;-19;0.01
10:24:26.435;72;19.4;-19;0.02
10:24:27.435;72;19.8;-19;0.01
10:24:28.435;73;19.8;-19;0.01
10:24:29.435;74;20.3;-19;0.01
10:24:30.435;75;20.3;-19;0.01
10:24:31.435;77;20.6;-19;0.01
10:24:32.435;79;20.6;-19;0.01
10:24:33.435;79;21.0;-19;0.01
10:24:34.435;78;21.0;-19;0.01
10:24:35.435;77;21.0;-19;0.01
10:24:36.435;76;21.0;-19;0.01
10:24:37.435;75;21.0;-19;0.01
10:24:38.435;75;21.0;-19;0.01
10:24:39.435;75;21.0;-19;0.02
10:24:40.435;72;21.0;-19;0.02
10:24:41.435;71;20.7;-20;0.01
10:24:42.435;71;20.7;-19;0.01
10:24:43.435;70;20.4;-19;0.01
10:24:44.435;71;20.4;-19;0.02
10:24:45.435;71;20.2;-19;0.01
10:24:46.435;71;20.2;-19;0.01
10:24:47.435;71;20.0;-20;0.01
10:24:48.435;72;20.0;-19;0.01
10:24:49.435;72;20.1;-20;0.02
10:24:50.435;73;20.1;-20;0.01
10:24:51.435;74;20.1;-19;0.01
10:24:52.435;75;20.1;-20;0.01
10:24:53.435;74;19.9;-20;0.01
10:24:54.435;73;19.9;-19;0.01
10:24:55.435;71;20.0;-19;0.01
10:24:56.435;70;20.0;-19;0.01
10:24:57.435;70;20.1;-19;0.01
10:24:58.435;71;20.1;-19;0.01
10:24:59.435;71;20.2;-19;0.01
10:25:00.435;71;20.2;-19;0.01
10:25:01.435;71;20.3;-19;0.01
10:25:02.435;71;20.3;-19;0.01
10:25:03.435;72;20.4;-20;0.01
10:25:04.435;74;20.4;-19;0.01
10:25:05.435;77;20.7;-19;0.01
10:25:06.435;79;20.7;-19;0.01
10:25:07.435;82;21.0;-19;0.01
10:25:08.435;83;21.0;-19;0.01
10:25:09.435;80;21.0;-19;0.01
10:25:10.435;79;21.0;-19;0.01
10:25:11.435;77;21.0;-19;0.01
10:25:12.435;76;21.0;-19;0.01
10:25:13.435;77;21.3;-19;0.01
10:25:14.435;75;21.3;-19;0.01
10:25:15.435;74;21.3;-19;0.01
10:25:16.435;74;21.3;-19;0.01
10:25:17.435;73;21.3;-19;0.01
10:25:18.435;72;21.3;-19;0.01
10:25:19.435;72;21.3;-19;0.01
10:25:20.435;71;21.3;-19;0.01
10:25:21.435;73;21.2;-19;0.01
10:25:22.435;74;21.2;-19;0.01
10:25:23.435;74;21.5;-19;0.01
10:25:24.435;74;21.5;-19;0.01
10:25:25.435;74;21.5;-19;0.01
10:25:26.435;72;21.5;-19;0.01
10:25:27.435;70;21.4;-19;0.01
10:25:28.435;72;21.4;-20;0.01
10:25:29.435;71;21.7;-20;0.01
10:25:30.435;70;21.7;-19;0.01
10:25:31.435;71;21.6;-19;0.01
10:25:32.435;72;21.6;-19;0.01
10:25:33.435;71;21.5;-19;0.01
10:25:34.435;70;21.5;-19;0.01
10:25:35.435;70;21.5;-19;0.01
10:25:36.435;70;21.5;-19;0.01
10:25:37.435;70;21.5;-19;0.02
10:25:38.435;73;21.5;-19;0.02
10:25:39.435;76;21.4;-19;0.02
10:25:40.435;76;21.4;-19;0.01
10:25:41.435;74;21.4;-19;0.02
10:25:42.435;71;21.4;-19;0.02
10:25:43.435;73;20.7;-20;0.04
10:25:44.435;78;20.7;-22;0.06
10:25:45.435;80;20.2;-24;0.06
10:25:46.435;80;20.2;-26;0.07
10:25:47.435;82;19.7;-26;0.09
10:25:48.435;84;19.7;-24;0.06
10:25:49.435;84;18.9;-24;0.04
10:25:50.435;82;18.9;-23;0.02
10:25:51.435;80;18.2;-22;0.01
10:25:52.435;77;18.2;-22;0.01
10:25:53.435;75;17.6;-22;0.01
10:25:54.435;73;17.6;-22;0.01
10:25:55.435;72;17.0;-21;0.01
10:25:56.435;75;17.0;-21;0.01
10:25:57.435;78;16.2;-21;0.01
10:25:58.435;80;16.2;-21;0.01
10:25:59.435;76;15.2;-21;0.01
10:26:00.435;72;15.2;-21;0.01
10:26:01.435;68;14.3;-21;0.01
10:26:02.435;67;14.3;-21;0.01
10:26:03.435;68;13.8;-21;0.01
10:26:04.435;68;13.8;-21;0.01
10:26:05.435;68;13.3;-21;0.01
10:26:06.435;66;13.3;-21;0.01
10:26:07.435;64;12.9;-20;0.01
10:26:08.435;65;12.9;-20;0.01
10:26:09.435;64;12.8;-20;0.01
10:26:10.435;63;12.8;-20;0.01
10:26:11.435;64;13.0;-21;0.02
10:26:12.435;67;13.0;-21;0.02
10:26:13.435;70;13.2;-21;0.02
10:26:14.435;74;13.2;-21;0.02
10:26:15.435;76;13.7;-20;0.01
10:26:16.435;79;13.7;-20;0.01
10:26:17.435;80;14.1;-21;0.02
10:26:18.435;80;14.1;-21;0.01
10:26:19.435;78;14.5;-21;0.01
10:26:20.435;75;14.5;-21;0.01
10:26:21.435;73;14.8;-21;0.01
10:26:22.435;69;14.8;-21;0.01
10:26:23.435;69;14.9;-21;0.01
10:26:24.435;69;14.9;-21;0.01
10:26:25.435;71;14.9;-21;0.01
10:26:26.435;72;14.9;-21;0.01
10:26:27.435;74;14.6;-21;0.01
10:26:28.435;74;14.6;-21;0.01
10:26:29.435;76;14.3;-21;0.01
10:26:30.435;76;14.3;-21;0.01
10:26:31.435;76;14.1;-21;0.01
10:26:32.435;78;14.1;-21;0.01
10:26:33.435;78;13.9;-21;0.01
10:26:34.435;77;13.9;-21;0.01
10:26:35.435;75;13.7;-21;0.01
10:26:36.435;73;13.7;-21;0.02
10:26:37.435;72;13.5;-17;0.12
10:26:38.435;73;13.5;-18;0.19
10:26:39.435;77;13.7;-15;0.18
10:26:40.435;81;13.7;-18;0.34
10:26:41.435;85;14.4;-3;0.56
10:26:42.435;90;14.4;-3;0.19
10:26:43.435;95;15.1;-3;0.14
10:26:44.435;99;15.1;-3;0.11
10:26:45.435;103;15.8;-2;0.19
10:26:46.435;105;15.8;6;0.15
10:26:47.435;109;16.5;7;0.05
10:26:48.435;112;16.5;11;0.09
10:26:49.435;115;17.1;14;0.06
10:26:50.435;118;17.1;15;0.03
10:26:51.435;119;17.6;15;0.02
10:26:52.435;118;17.6;16;0.01
10:26:53.435;113;16.2;16;0.01
10:26:54.435;109;16.2;16;0.01
10:26:55.435;106;15.2;16;0.02
10:26:56.435;101;15.2;15;0.01
10:26:57.435;98;14.2;15;0.01
10:26:58.435;95;14.2;15;0.01
10:26:59.435;93;13.7;16;0.03
10:27:00.435;93;13.7;-3;0.33
10:27:01.435;96;13.3;-3;0.17
10:27:02.435;95;13.3;-2;0.15
10:27:03.435;94;12.9;-1;0.19
10:27:04.435;95;12.9;-2;0.16
10:27:05.435;92;12.6;-3;0.22
10:27:06.435;90;12.6;-4;0.18
10:27:07.435;93;12.4;-4;0.21
10:27:08.435;92;12.4;-4;0.21
10:27:09.435;90;12.4;-3;0.22
10:27:10.435;86;12.4;-2;0.28
10:27:11.435;82;12.4;-3;0.21
10:27:12.435;86;12.4;-3;0.27
10:27:13.435;87;11.5;-5;0.21
10:27:14.435;88;11.5;-5;0.20
10:27:15.435;90;10.9;-4;0.24
10:27:16.435;91;10.9;-4;0.21
10:27:17.435;93;11.0;-4;0.23
10:27:18.435;92;11.0;-4;0.23
10:27:19.435;91;11.7;-4;0.22
10:27:20.435;91;11.7;-3;0.22
10:27:21.435;93;12.3;-2;0.24
10:27:22.435;94;12.3;-2;0.22
10:27:23.435;97;13.5;-2;0.23
10:27:24.435;99;13.5;-3;0.23
10:27:25.435;100;15.1;-3;0.24
10:27:26.435;100;15.1;-4;0.23
10:27:27.435;101;17.2;-4;0.19
10:27:28.435;101;17.2;-3;0.24
10:27:29.435;100;19.7;-4;0.23
10:27:30.435;100;19.7;-3;0.25
10:27:31.435;98;22.5;-3;0.22
10:27:32.435;99;22.5;-4;0.24
10:27:33.435;100;25.1;-4;0.22
10:27:34.435;100;25.1;-4;0.24
10:27:35.435;99;27.7;-5;0.22
10:27:36.435;99;27.7;-4;0.26
10:27:37.435;97;30.3;-4;0.22
10:27:38.435;98;30.3;-4;0.23
10:27:39.435;97;32.7;-4;0.21
10:27:40.435;99;32.7;-4;0.23
10:27:41.435;99;35.7;-6;0.22
10:27:42.435;99;35.7;-4;0.21
10:27:43.435;97;38.4;-4;0.22
10:27:44.435;97;38.4;-3;0.25
10:27:45.435;99;41.2;-4;0.21
10:27:46.435;100;41.2;-4;0.25
10:27:47.435;101;43.3;-4;0.22
10:27:48.435;101;43.3;-4;0.24
10:27:49.435;101;45.3;-1;0.22
10:27:50.435;102;45.3;-1;0.20
10:27:51.435;102;46.8;-1;0.21
10:27:52.435;102;46.8;-2;0.22
10:27:53.435;101;48.7;1;0.23
10:27:54.435;102;48.7;-1;0.21
10:27:55.435;102;50.1;2;0.22
10:27:56.435;103;50.1;-3;0.21
10:27:57.435;102;51.1;-2;0.20
10:27:58.435;102;51.1;-2;0.21
10:27:59.435;103;52.0;-2;0.21
10:28:00.435;104;52.0;-2;0.21
10:28:01.435;104;52.5;-2;0.21
10:28:02.435;102;52.5;-3;0.23
10:28:03.435;101;52.6;-2;0.22
10:28:04.435;100;52.6;-2;0.23
10:28:05.435;98;52.5;-2;0.21
10:28:06.435;99;52.5;-2;0.22
10:28:07.435;100;52.6;2;0.25
10:28:08.435;103;52.6;2;0.22
10:28:09.435;105;52.5;-1;0.21
10:28:10.435;105;52.5;-2;0.20
10:28:11.435;105;52.3;-2;0.20
10:28:12.435;105;52.3;-1;0.19
10:28:13.435;106;51.6;-1;0.18
10:28:14.435;106;51.6;-2;0.21
10:28:15.435;104;51.2;-2;0.22
10:28:16.435;105;51.2;-3;0.21
10:28:17.435;103;50.9;-4;0.19
10:28:18.435;100;50.9;-5;0.19
10:28:19.435;98;50.3;-5;0.16
10:28:20.435;95;50.3;-6;0.17
10:28:21.435;94;49.5;-6;0.14
10:28:22.435;95;49.5;-4;0.15
10:28:23.435;99;48.5;-3;0.09
10:28:24.435;100;48.5;-4;0.08
10:28:25.435;97;47.2;-3;0.11
10:28:26.435;94;47.2;-2;0.15
10:28:27.435;92;45.8;-2;0.16
10:28:28.435;92;45.8;-3;0.13
10:28:29.435;94;44.2;-4;0.14
10:28:30.435;96;44.2;-4;0.14
10:28:31.435;93;43.1;-4;0.17
10:28:32.435;88;43.1;-6;0.14
10:28:33.435;84;41.8;-5;0.16
10:28:34.435;86;41.8;-4;0.15
10:28:35.435;90;40.9;-4;0.18
10:28:36.435;92;40.9;-5;0.20
10:28:37.435;95;40.1;-5;0.19
10:28:38.435;98;40.1;-4;0.21
10:28:39.435;98;39.4;-3;0.17
10:28:40.435;98;39.4;-4;0.20
10:28:41.435;97;39.1;-4;0.18
10:28:42.435;97;39.1;-2;0.22
10:28:43.435;97;38.8;-3;0.24
10:28:44.435;98;38.8;-3;0.22
10:28:45.435;100;38.8;-2;0.22
10:28:46.435;101;38.8;-3;0.20
10:28:47.435;101;38.5;-4;0.20
10:28:48.435;100;38.5;-5;0.19
10:28:49.435;98;38.9;-4;0.24
10:28:50.435;96;38.9;-3;0.23
10:28:51.435;95;39.2;-2;0.25
10:28:52.435;98;39.2;-3;0.20
10:28:53.435;101;39.8;-3;0.23
10:28:54.435;99;39.8;-4;0.18
10:28:55.435;97;40.3;-4;0.19
10:28:56.435;94;40.3;-4;0.16
10:28:57.435;93;40.2;-5;0.13
10:28:58.435;95;40.2;-4;0.22
10:28:59.435;98;40.0;-3;0.17
10:29:00.435;97;40.0;-2;0.24
10:29:01.435;97;39.6;1;0.24
10:29:02.435;101;39.6;2;0.27
10:29:03.435;102;39.9;2;0.26
10:29:04.435;104;39.9;2;0.25
10:29:05.435;106;39.8;4;0.25
10:29:06.435;108;39.8;3;0.24
10:29:07.435;109;40.0;2;0.22
10:29:08.435;111;40.0;4;0.21
10:29:09.435;112;39.6;2;0.22
10:29:10.435;113;39.6;1;0.17
10:29:11.435;114;38.7;2;0.18
10:29:12.435;113;38.7;6;0.24
10:29:13.435;114;37.8;3;0.23
10:29:14.435;115;37.8;3;0.18
10:29:15.435;115;36.4;4;0.19
10:29:16.435;114;36.4;2;0.20
10:29:17.435;114;35.5;2;0.22
10:29:18.435;114;35.5;2;0.23
10:29:19.435;111;34.6;7;0.22
10:29:20.435;108;34.6;7;0.21
10:29:21.435;109;33.6;7;0.21
10:29:22.435;112;33.6;7;0.22
10:29:23.435;113;32.0;7;0.24
10:29:24.435;113;32.0;7;0.19
10:29:25.435;113;30.9;6;0.21
10:29:26.435;115;30.9;4;0.19
10:29:27.435;115;29.6;3;0.19
10:29:28.435;116;29.6;-3;0.17
10:29:29.435;116;28.5;-5;0.14
10:29:30.435;116;28.5;-3;0.13
10:29:31.435;117;28.0;-6;0.11
10:29:32.435;118;28.0;-3;0.13
10:29:33.435;118;27.9;-2;0.16
10:29:34.435;117;27.9;-2;0.10
10:29:35.435;116;27.9;-2;0.17
10:29:36.435;111;27.9;-3;0.17
10:29:37.435;106;27.8;-4;0.18
10:29:38.435;104;27.8;-4;0.16
10:29:39.435;105;27.7;-4;0.16
10:29:40.435;108;27.7;-2;0.13
10:29:41.435;109;28.2;-3;0.15
10:29:42.435;112;28.2;-2;0.18
10:29:43.435;113;29.0;-2;0.16
10:29:44.435;115;29.0;-2;0.23
10:29:45.435;116;29.4;-4;0.29
10:29:46.435;114;29.4;-2;0.20
10:29:47.435;113;30.7;-2;0.19
10:29:48.435;114;30.7;-4;0.21
10:29:49.435;113;32.1;-5;0.20
10:29:50.435;113;32.1;-4;0.21
10:29:51.435;114;33.4;-3;0.23
10:29:52.435;114;33.4;-4;0.26
10:29:53.435;114;34.2;-4;0.24
10:29:54.435;115;34.2;-3;0.25
10:29:55.435;115;35.3;-4;0.24
10:29:56.435;116;35.3;-4;0.21
10:29:57.435;117;36.9;-4;0.22
10:29:58.435;117;36.9;-5;0.21
10:29:59.435;117;38.6;10;0.14
10:30:00.435;117;38.6;8;0.16
10:30:01.435;118;39.8;-7;0.18
10:30:02.435;119;39.8;-5;0.23
10:30:03.435;120;40.9;-4;0.26
10:30:04.435;119;40.9;-4;0.26
10:30:05.435;119;42.5;-4;0.25
10:30:06.435;119;42.5;6;0.31
10:30:07.435;118;43.4;4;0.24
10:30:08.435;118;43.4;7;0.30
10:30:09.435;118;44.1;12;0.17
10:30:10.435;117;44.1;16;0.09
10:30:11.435;118;44.8;11;0.20
10:30:12.435;118;44.8;10;0.19
10:30:13.435;118;45.4;5;0.29
10:30:14.435;119;45.4;5;0.29
10:30:15.435;118;45.8;-4;0.30
10:30:16.435;118;45.8;-4;0.30
10:30:17.435;118;46.2;-3;0.28
10:30:18.435;117;46.2;-2;0.28
10:30:19.435;116;46.5;-2;0.27
10:30:20.435;113;46.5;-3;0.28
10:30:21.435;112;46.7;-3;0.27
10:30:22.435;109;46.7;-4;0.26
10:30:23.435;108;46.5;-5;0.21
10:30:24.435;107;46.5;-4;0.21
10:30:25.435;106;46.2;-4;0.25
10:30:26.435;107;46.2;-4;0.22
10:30:27.435;111;45.9;10;0.38
10:30:28.435;114;45.9;15;0.11
10:30:29.435;116;45.6;11;0.21
10:30:30.435;116;45.6;6;0.19
10:30:31.435;116;45.3;2;0.17
10:30:32.435;117;45.3;3;0.16
10:30:33.435;120;45.1;4;0.15
10:30:34.435;123;45.1;3;0.19
10:30:35.435;126;44.8;-3;0.08
10:30:36.435;127;44.8;-3;0.07
10:30:37.435;123;44.6;-2;0.06
10:30:38.435;119;44.6;-3;0.12
10:30:39.435;114;40.4;-4;0.07
10:30:40.435;110;40.4;-6;0.06
10:30:41.435;108;36.7;-2;0.14
10:30:42.435;112;36.7;-3;0.17
10:30:43.435;117;33.6;-5;0.08
10:30:44.435;121;33.6;-4;0.16
10:30:45.435;122;30.9;-4;0.20
10:30:46.435;124;30.9;-1;0.23
10:30:47.435;123;29.0;1;0.15
10:30:48.435;116;29.0;2;0.12
10:30:49.435;115;27.9;-4;0.23
10:30:50.435;118;27.9;6;0.41
10:30:51.435;120;27.5;15;0.25
10:30:52.435;121;27.5;8;0.21
10:30:53.435;122;27.2;3;0.19
10:30:54.435;118;27.2;-3;0.22
10:30:55.435;113;26.8;-2;0.18
10:30:56.435;107;26.8;-2;0.14
10:30:57.435;102;26.6;-2;0.17
10:30:58.435;101;26.6;-4;0.20
10:30:59.435;104;26.3;-4;0.11
10:31:00.435;108;26.3;-3;0.13
10:31:01.435;113;26.0;-5;0.12
10:31:02.435;117;26.0;-7;0.06
10:31:03.435;114;25.7;-7;0.03
10:31:04.435;111;25.7;-7;0.02
10:31:05.435;109;23.8;-8;0.02
10:31:06.435;107;23.8;-8;0.01
10:31:07.435;104;22.3;5;0.20
10:31:08.435;100;22.3;4;0.20
10:31:09.435;97;21.6;-2;0.25
10:31:10.435;97;21.6;-4;0.11
10:31:11.435;101;20.9;-1;0.16
10:31:12.435;105;20.9;-3;0.07
10:31:13.435;109;20.6;-4;0.06
10:31:14.435;111;20.6;-6;0.06
10:31:15.435;111;20.7;-7;0.16
10:31:16.435;112;20.7;-6;0.10
10:31:17.435;113;20.7;-4;0.08
10:31:18.435;112;20.7;-4;0.04
10:31:19.435;109;20.7;-5;0.03
10:31:20.435;104;20.7;-7;0.07
10:31:21.435;99;21.0;-8;0.05
10:31:22.435;99;21.0;-7;0.03
10:31:23.435;104;21.3;-7;0.07
10:31:24.435;107;21.3;-8;0.06
10:31:25.435;112;21.0;-6;0.07
10:31:26.435;117;21.0;-8;0.07
10:31:27.435;120;20.7;-8;0.06
10:31:28.435;121;20.7;-10;0.05
10:31:29.435;117;19.8;-8;0.08
10:31:30.435;115;19.8;-10;0.11
10:31:31.435;113;19.4;-8;0.06
10:31:32.435;112;19.4;-6;0.13
10:31:33.435;108;18.9;-4;0.15
10:31:34.435;107;18.9;-5;0.13
10:31:35.435;108;18.2;-3;0.12
10:31:36.435;111;18.2;-4;0.08
10:31:37.435;113;18.2;-4;0.11
10:31:38.435;113;18.2;-4;0.15
10:31:39.435;114;18.2;-4;0.13
10:31:40.435;112;18.2;-3;0.07
10:31:41.435;108;18.2;-3;0.08
10:31:42.435;107;18.2;-4;0.06
10:31:43.435;109;18.2;-5;0.05
10:31:44.435;111;18.2;-4;0.07
10:31:45.435;114;18.5;-5;0.11
